"group_id"	"type"	"items_in_group"	"lo_value"	"p"	"FDR"	"goodsgrna"	"rank"	"log2FoldChange"
"RAC1"	"x"	6	0.70606	0.70526	0.99903	0	1077	0.09975
"nc_chr7_10"	"n"	1	0.70763	0.70795	0.99903	0	1078	0.129
"RPS6KB1"	"x"	6	0.70789	0.70694	0.99903	0	1079	-0.0107
"APP"	"x"	5	0.70811	0.70805	0.99903	0	1080	-0.259
"MAP2K3"	"x"	6	0.70815	0.70713	0.99903	0	1081	-0.2905
"nc_chr20_1"	"n"	1	0.7086	0.70885	0.99903	0	1082	0.0578
"MINOS1"	"x"	6	0.70867	0.70759	0.99903	0	1083	-0.0088
"ACLY"	"x"	6	0.70919	0.7081	0.99903	0	1084	0.2315
"nc_chr15_3"	"n"	1	0.70944	0.7098	0.99903	0	1085	0.103
"DUSP19"	"x"	6	0.70945	0.70843	0.99903	0	1086	-0.03271
"EPHB2"	"x"	6	0.70971	0.70864	0.99903	0	1087	0.088395
"ATN1"	"x"	6	0.70997	0.70892	0.99903	0	1088	0.09745
"nc_chr12_11"	"n"	1	0.71151	0.71178	0.99903	0	1089	0.0968
"HAMP"	"x"	6	0.71281	0.71155	0.99903	0	1090	-0.067625
"FHOD1"	"x"	6	0.71307	0.71177	0.99903	0	1091	0.056825
"ALYREF"	"x"	6	0.71333	0.71207	0.99903	0	1092	-0.179
"RXRA"	"x"	6	0.71435	0.71314	0.99903	0	1093	0.038625
"TUBA1B"	"x"	6	0.71461	0.71345	0.99903	0	1094	-0.144
"RPL3"	"p"	6	0.71487	0.71375	0.99903	0	1095	0.0118
"nc_chr11_10"	"n"	1	0.71502	0.71547	0.99903	0	1096	0.26
"nc_chr1_4"	"n"	1	0.71526	0.7157	0.99903	0	1097	0.139
"nc_chr18_6"	"n"	1	0.71587	0.71632	0.99903	0	1098	0.132
"PIP4K2A"	"x"	6	0.7164	0.71539	0.99903	0	1099	0.0479
"TAB3"	"x"	6	0.71665	0.71564	0.99903	0	1100	0.10045
"DPH6"	"x"	6	0.71741	0.7164	0.99903	0	1101	0.05125
"nc_chr7_2"	"n"	1	0.71769	0.71826	0.99903	0	1102	0.23
"MPRIP"	"x"	6	0.71792	0.71692	0.99903	0	1103	-0.1299
"RPS27"	"p"	6	0.71868	0.71763	0.99903	0	1104	0.0729
"NOTCH1"	"x"	6	0.71944	0.71836	0.99903	0	1105	-0.07395
"SIGLEC10"	"x"	6	0.71969	0.71857	0.99903	0	1106	-0.1626
"ATF4"	"x"	6	0.71994	0.71884	0.99903	0	1107	0.0923
"PRKAA2"	"x"	6	0.7207	0.71968	0.99903	0	1108	0.0107
"PARD6A"	"x"	6	0.72095	0.71992	0.99903	0	1109	-0.0655
"SLC4A1"	"x"	6	0.72195	0.72101	0.99903	0	1110	0.02893
"nc_chr4_6"	"n"	1	0.72205	0.72264	0.99903	0	1111	0.183
"HIPK2"	"x"	6	0.72245	0.72153	0.99903	0	1112	0.4805
"GNG12"	"x"	6	0.72444	0.72358	0.99903	0	1113	0.08452
"RPS6KA1"	"x"	6	0.72494	0.72407	0.99903	0	1114	0.0762
"SH3BP2"	"x"	6	0.72519	0.72435	0.99903	0	1115	0.1445
"PER1"	"x"	6	0.72544	0.72463	0.99903	0	1116	0.2055
"PPP2R2B"	"x"	6	0.72667	0.7258	0.99903	0	1117	0.1286
"MRE11"	"x"	6	0.72717	0.72636	0.99903	0	1118	0.01875
"FBXO5"	"x"	6	0.72741	0.7266	0.99903	0	1119	-0.0579
"EIF4B"	"x"	6	0.72864	0.72784	0.99903	0	1120	0.3835
"CCND3"	"x"	6	0.72913	0.72825	0.99903	0	1121	-0.1413
"DR1"	"x"	6	0.72962	0.72877	0.99903	0	1122	0.11835
"DKK4"	"x"	6	0.73011	0.72933	0.99903	0	1123	0.058255
"RAD54L"	"x"	6	0.73035	0.72954	0.99903	0	1124	-0.19765
"nc_chr19_1"	"n"	1	0.73054	0.73112	0.99903	0	1125	0.132
"NEFH"	"x"	6	0.73375	0.73281	0.99903	0	1126	-0.07675
"nc_chr16_6"	"n"	1	0.7343	0.73474	0.99903	0	1127	0.226
"PFKFB2"	"x"	6	0.73496	0.73405	0.99903	0	1128	-0.134
"YBX1"	"x"	6	0.7352	0.73428	0.99903	0	1129	0.32
"C16orf72"	"x"	6	0.73544	0.73448	0.99903	0	1130	0.606
"nc_chr15_1"	"n"	1	0.73733	0.738	0.99903	0	1131	0.243
"FZD5"	"x"	6	0.73807	0.7371	0.99903	0	1132	0.16335
"nc_chr5_8"	"n"	1	0.7383	0.73904	0.99903	0	1133	0.137
"BID"	"x"	6	0.73831	0.73735	0.99903	0	1134	0.1531
"ATF2"	"x"	6	0.73855	0.73766	0.99903	0	1135	-0.02335
"nc_chr15_4"	"n"	1	0.73915	0.73985	0.99903	0	1136	0.148
"NCKAP1"	"x"	5	0.73949	0.73949	0.99903	0	1137	0.181
"HDAC5"	"x"	6	0.74162	0.74085	0.99903	0	1138	0.00315
"SNAI1"	"x"	6	0.74374	0.74299	0.99903	0	1139	-0.098585
"PRKACA"	"x"	6	0.74397	0.74323	0.99903	0	1140	0.0767
"PLA2G4A"	"x"	6	0.74583	0.74498	0.99903	0	1141	0.06
"DCX"	"x"	6	0.74607	0.7452	0.99903	0	1142	0.211
"SMURF1"	"x"	6	0.74653	0.74567	0.99903	0	1143	0.12215
"USP7"	"x"	5	0.74685	0.74696	0.99903	0	1144	-0.0481
"TYMS"	"x"	6	0.74792	0.74724	0.99903	0	1145	-0.2935
"GADD45A"	"x"	6	0.74861	0.74801	0.99903	0	1146	-0.01305
"FBXO32"	"x"	6	0.75067	0.75007	0.99903	0	1147	-0.2765
"STMN2"	"x"	6	0.7509	0.75027	0.99903	0	1148	0.1815
"nc_chr6_2"	"n"	1	0.75139	0.75181	0.99903	0	1149	0.171
"METTL1"	"x"	6	0.75181	0.75119	0.99903	0	1150	-0.02575
"SGK2"	"x"	6	0.75204	0.75146	0.99903	0	1151	0.03475
"PSMD11"	"p"	6	0.7525	0.75185	0.99903	0	1152	-0.04105
"nc_chr7_3"	"n"	1	0.75309	0.75358	0.99903	0	1153	0.198
"EFR3A"	"x"	6	0.7534	0.75282	0.99903	0	1154	0.10612
"PLK2"	"x"	6	0.75363	0.75305	0.99903	0	1155	-0.0462
"nc_chr12_9"	"n"	1	0.75382	0.75437	0.99903	0	1156	0.164
"ITGB3"	"x"	6	0.75408	0.75348	0.99903	0	1157	0.0232
"E2F2"	"x"	6	0.75431	0.75369	0.99903	0	1158	0.1745
"ADRB2"	"x"	6	0.75566	0.75491	0.99903	0	1159	0.199
"DLC1"	"x"	6	0.75656	0.75587	0.99903	0	1160	0.08345
"ADD1"	"x"	6	0.7599	0.75912	0.99903	0	1161	0.1303
"FANCF"	"x"	6	0.76034	0.7596	0.99903	0	1162	0.0435
"REV3L"	"x"	6	0.76079	0.76004	0.99903	0	1163	-0.152
"CDH16"	"x"	6	0.76255	0.76189	0.99903	0	1164	-0.06435
"nc_chr20_2"	"n"	1	0.76255	0.76303	0.99903	0	1165	0.143
"PTK2"	"x"	6	0.76299	0.76239	0.99903	0	1166	0.02625
"YES1"	"x"	6	0.76386	0.76336	0.99903	0	1167	-0.056
"nc_chr9_4"	"n"	1	0.76388	0.76437	0.99903	0	1168	0.111
"GAB2"	"x"	5	0.76451	0.76493	0.99903	0	1169	0.0183
"MDM2"	"x"	6	0.76495	0.76441	0.99903	0	1170	0.08275
"MAX"	"x"	6	0.76539	0.76477	0.99903	0	1171	0.1096
"NOXA1"	"x"	6	0.76604	0.76544	0.99903	0	1172	-0.216
"RPTOR"	"x"	6	0.76647	0.76589	0.99903	0	1173	0.366
"IL1RN"	"x"	6	0.76669	0.76607	0.99903	0	1174	0.0498
"PPARG"	"x"	6	0.7669	0.76627	0.99903	0	1175	-0.06185
"nc_chr21_3"	"n"	1	0.76764	0.76829	0.99903	0	1176	0.185
"CCNB3"	"x"	6	0.76991	0.76913	0.99903	0	1177	0.176
"SP7"	"x"	6	0.77013	0.76933	0.99903	0	1178	-0.0285
"UBE2H"	"x"	6	0.77055	0.76972	0.99903	0	1179	-0.0648
"AXIN2"	"x"	6	0.77077	0.76996	0.99903	0	1180	-0.05985
"L1CAM"	"x"	6	0.77119	0.7704	0.99903	0	1181	0.188
"RAD52"	"x"	6	0.77204	0.77107	0.99903	0	1182	0.2535
"RAD54B"	"x"	6	0.77289	0.77184	0.99903	0	1183	0.00815
"IFNLR1"	"x"	6	0.77395	0.77292	0.99903	0	1184	-0.0503
"FLNA"	"x"	6	0.77416	0.77309	0.99903	0	1185	0.1635
"NME1"	"x"	6	0.77563	0.77466	0.99903	0	1186	-0.0078
"S1PR1"	"x"	6	0.77625	0.77526	0.99903	0	1187	-0.011075
"nc_chr8_5"	"n"	1	0.77685	0.77769	0.99903	0	1188	0.165
"AKT1"	"x"	6	0.77688	0.77593	0.99903	0	1189	0.1762
"MAPK6"	"x"	6	0.7775	0.77659	0.99903	0	1190	-0.0508
"IRAK1"	"x"	6	0.77854	0.77769	0.99903	0	1191	0.23065
"RHEB"	"x"	6	0.77916	0.77843	0.99903	0	1192	0.14285
"CDC20"	"x"	6	0.77958	0.77887	0.99903	0	1193	0.1162
"TRIM27"	"x"	6	0.77978	0.77906	0.99903	0	1194	-0.13265
"FGFR2"	"x"	6	0.7804	0.77963	0.99903	0	1195	0.0956
"nc_chr16_2"	"n"	1	0.78098	0.78175	0.99903	0	1196	0.0919
"CEBPD"	"x"	6	0.78122	0.78041	0.99903	0	1197	-0.0025
"MAF"	"x"	5	0.78171	0.78237	0.99903	0	1198	0.102
"nc_chr11_7"	"n"	1	0.78183	0.78262	0.99903	0	1199	0.179
"PRKAG3"	"x"	6	0.78245	0.78165	0.99903	0	1200	-0.06045
"ACAP1"	"x"	6	0.78326	0.78249	0.99903	0	1201	0.0168
"MSH6"	"x"	6	0.78428	0.78369	0.99903	0	1202	0.00600000000000001
"AR"	"x"	6	0.78468	0.78414	0.99903	0	1203	0.0114
"ROCK1"	"x"	6	0.78529	0.78467	0.99903	0	1204	0.10155
"UCHL5"	"x"	6	0.7861	0.78556	0.99903	0	1205	-0.0556
"RANBP3"	"x"	6	0.7873	0.78682	0.99903	0	1206	0.2415
"TCL1A"	"x"	6	0.7875	0.78704	0.99903	0	1207	0.0306
"LYN"	"x"	6	0.7891	0.7888	0.99903	0	1208	-0.025
"SMC3"	"x"	6	0.78949	0.78921	0.99903	0	1209	-0.0019
"TELO2"	"x"	5	0.79106	0.79207	0.99903	0	1210	0.172
"PSMB2"	"p"	6	0.79127	0.79102	0.99903	0	1211	-0.155
"RFX1"	"x"	6	0.79167	0.79133	0.99903	0	1212	0.05885
"EIF2AK2"	"x"	6	0.79304	0.79262	0.99903	0	1213	0.0607
"NTHL1"	"x"	6	0.79343	0.79303	0.99903	0	1214	0.0135
"BTRC"	"x"	6	0.79441	0.79395	0.99903	0	1215	-0.00699
"TAF5L"	"x"	5	0.79467	0.79557	0.99903	0	1216	0.0616
"nc_chr17_6"	"n"	1	0.79528	0.79601	0.99903	0	1217	0.218
"EGR1"	"x"	6	0.79557	0.79516	0.99903	0	1218	0.0062
"XRCC3"	"x"	6	0.79654	0.7962	0.99903	0	1219	0.3425
"LRP5"	"x"	6	0.79693	0.79656	0.99903	0	1220	-0.0226
"SH2B2"	"x"	6	0.79789	0.79762	0.99903	0	1221	0.239
"nc_chr6_1"	"n"	1	0.79795	0.79874	0.99903	0	1222	0.285
"MYLK"	"x"	6	0.79865	0.79841	0.99903	0	1223	0.09025
"nc_chr14_7"	"n"	1	0.7988	0.79953	0.99903	0	1224	0.119
"BAZ1B"	"x"	6	0.79904	0.79876	0.99903	0	1225	-0.134
"MAP4K4"	"x"	6	0.79942	0.7991	0.99903	0	1226	-0.0828
"MDM4"	"x"	6	0.7998	0.79945	0.99903	0	1227	0.0463
"nc_chr20_8"	"n"	1	0.79989	0.8007	0.99903	0	1228	0.784
"EMC1"	"x"	6	0.80018	0.8	0.99903	0	1229	-0.0913
"LATS1"	"x"	6	0.80151	0.80118	0.99903	0	1230	0.04395
"PRKAA1"	"x"	6	0.80189	0.80156	0.99903	0	1231	-0.02895
"FOXO3"	"x"	6	0.80245	0.8021	0.99903	0	1232	0.2245
"FOXP3"	"x"	6	0.80301	0.80267	0.99903	0	1233	0.1765
"PDS5A"	"x"	6	0.80358	0.80314	0.99903	0	1234	-0.093
"MYT1"	"x"	6	0.80674	0.80628	0.99903	0	1235	-0.2615
"SFRP1"	"x"	6	0.80711	0.80672	0.99903	0	1236	0.117
"ITK"	"x"	6	0.80748	0.80713	0.99903	0	1237	-0.01755
"nc_chr17_3"	"n"	1	0.80814	0.80851	0.99903	0	1238	0.232
"MAFA"	"x"	5	0.80814	0.80911	0.99903	0	1239	0.438
"MAP2K7"	"x"	6	0.80858	0.80827	0.99903	0	1240	-0.199
"PSEN1"	"x"	6	0.80877	0.80846	0.99903	0	1241	0.179
"TEAD1"	"x"	6	0.80895	0.80865	0.99903	0	1242	0.07441
"nc_chr10_10"	"n"	1	0.80898	0.80921	0.99903	0	1243	0.158
"ITCH"	"x"	6	0.80932	0.80906	0.99903	0	1244	0.0389
"TIAM1"	"x"	6	0.81132	0.81113	0.99903	0	1245	0.07125
"PELP1"	"x"	6	0.81186	0.8116	0.99903	0	1246	0.08295
"nc_chr3_3"	"n"	1	0.8125	0.81269	0.99903	0	1247	0.149
"nc_chr15_2"	"n"	1	0.81347	0.8136	0.99903	0	1248	0.158
"PPP2R5A"	"x"	6	0.81348	0.8134	0.99903	0	1249	-0.1058
"nc_chr14_3"	"n"	1	0.81383	0.81398	0.99903	0	1250	0.124
"CABYR"	"x"	6	0.81402	0.81392	0.99903	0	1251	-0.0908
"nc_chr4_2"	"n"	1	0.81408	0.81423	0.99903	0	1252	0.386
"PMS1"	"x"	6	0.81775	0.81759	0.99903	0	1253	0.1335
"PML"	"x"	6	0.8181	0.81794	0.99903	0	1254	0.04585
"CASP9"	"x"	6	0.81828	0.81811	0.99903	0	1255	0.0028
"ARF4"	"x"	6	0.81863	0.81855	0.99903	0	1256	0.0913
"LCK"	"x"	6	0.81898	0.8189	0.99903	0	1257	0.2775
"RELB"	"x"	6	0.81915	0.81909	0.99903	0	1258	-0.07855
"BORA"	"x"	6	0.81968	0.81963	0.99903	0	1259	0.0965
"DUSP10"	"x"	6	0.82072	0.82066	0.99903	0	1260	0.0173
"PPP2CB"	"x"	6	0.82176	0.82177	0.99903	0	1261	0.05845
"CFL1"	"x"	5	0.82181	0.82308	0.99903	0	1262	0.314
"nc_chr7_7"	"n"	1	0.8245	0.82463	0.99903	0	1263	0.305
"RAD51D"	"x"	6	0.82536	0.82522	0.99903	0	1264	0.24
"GTF2H4"	"x"	6	0.82553	0.82537	0.99903	0	1265	0.22625
"SMAD3"	"x"	6	0.8257	0.82558	0.99903	0	1266	0.147
"nc_chr8_6"	"n"	1	0.82584	0.826	0.99903	0	1267	0.156
"NBN"	"x"	6	0.82587	0.82575	0.99903	0	1268	0.15795
"HDAC3"	"x"	6	0.82638	0.82627	0.99903	0	1269	-0.1375
"nc_chr12_6"	"n"	1	0.82656	0.82662	0.99903	0	1270	0.387
"TP53"	"x"	6	0.82689	0.82678	0.99903	0	1271	-0.06635
"PARP2"	"x"	6	0.82722	0.8271	0.99903	0	1272	-0.109205
"nc_chr1_8"	"n"	1	0.82729	0.82727	0.99903	0	1273	0.0852
"TCF4"	"x"	6	0.82739	0.82726	0.99903	0	1274	0.2015
"NFE2L1"	"x"	5	0.82813	0.82914	0.99903	0	1275	0.0161
"CSNK1D"	"x"	6	0.82823	0.82813	0.99903	0	1276	-0.1825
"EDAR"	"x"	6	0.82957	0.82943	0.99903	0	1277	0.2225
"nc_chr19_2"	"n"	1	0.83008	0.83006	0.99903	0	1278	0.133
"ITGAL"	"x"	6	0.83023	0.83007	0.99903	0	1279	0.0597
"SH2D6"	"x"	6	0.83056	0.83043	0.99903	0	1280	0.02305
"NIN"	"x"	6	0.83089	0.8308	0.99903	0	1281	-0.0785
"CCNE2"	"x"	6	0.83106	0.83094	0.99903	0	1282	0.185
"MAPK8IP1"	"x"	6	0.83155	0.83142	0.99903	0	1283	0.00749
"nc_chr11_8"	"n"	1	0.83214	0.83208	0.99903	0	1284	0.191
"PRKAB1"	"x"	6	0.83303	0.83275	0.99903	0	1285	0.0051
"CCDC88A"	"x"	6	0.83352	0.83329	0.99903	0	1286	0.0359
"nc_chr13_8"	"n"	1	0.83481	0.8348	0.99903	0	1287	0.131
"ITGA7"	"x"	6	0.83499	0.83471	0.99903	0	1288	0.253
"RASSF1"	"x"	6	0.83531	0.83508	0.99903	0	1289	-0.01515
"AIMP1"	"x"	6	0.8358	0.83561	0.99903	0	1290	0.016085
"ARMC5"	"x"	6	0.83644	0.83626	0.99903	0	1291	0.14905
"PSMG2"	"x"	6	0.83692	0.83674	0.99903	0	1292	0.11825
"ALKBH3"	"x"	6	0.83708	0.8369	0.99903	0	1293	-0.05545
"RRN3"	"x"	6	0.83724	0.83706	0.99903	0	1294	0.0777
"POLL"	"x"	6	0.8382	0.83804	0.99903	0	1295	0.05165
"TADA1"	"x"	6	0.83836	0.83824	0.99903	0	1296	-0.01935
"CREB1"	"x"	6	0.83979	0.83959	0.99903	0	1297	0.0565
"PFN1"	"x"	6	0.83995	0.83977	0.99903	0	1298	-0.0358
"PIK3AP1"	"x"	6	0.84011	0.83994	0.99903	0	1299	0.07665
"SEM1"	"x"	6	0.84026	0.8401	0.99903	0	1300	-0.11725
"PRMT5"	"x"	6	0.84074	0.84051	0.99903	0	1301	0.03415
"C19orf25"	"x"	6	0.84137	0.84108	0.99903	0	1302	-0.012
"NUP205"	"p"	6	0.84184	0.84157	0.99903	0	1303	-0.09605
"PTPRC"	"x"	6	0.84246	0.84222	0.99903	0	1304	0.0305
"HLA-E"	"x"	6	0.84324	0.84293	0.99903	0	1305	0.2425
"ANKRD2"	"x"	5	0.84341	0.84426	0.99903	0	1306	0.386
"NEDD4"	"x"	6	0.84509	0.84483	0.99903	0	1307	0.209
"IL5RA"	"x"	6	0.8454	0.84513	0.99903	0	1308	0.2985
"FZD1"	"x"	6	0.84586	0.84556	0.99903	0	1309	0.0591
"LIFR"	"x"	6	0.84662	0.8464	0.99903	0	1310	0.07885
"PRKCI"	"x"	5	0.84668	0.84722	0.99903	0	1311	0.035
"TERT"	"x"	6	0.84678	0.84655	0.99903	0	1312	0.1907
"FAM129A"	"x"	6	0.84708	0.84692	0.99903	0	1313	0.05425
"RAD51C"	"x"	6	0.84739	0.84722	0.99903	0	1314	-0.10865
"PAK1"	"x"	6	0.84754	0.84735	0.99903	0	1315	-0.1014
"POLK"	"x"	6	0.8486	0.84834	0.99903	0	1316	-0.00805
"nc_chr14_4"	"n"	1	0.84984	0.84997	0.99903	0	1317	0.153
"SAV1"	"x"	6	0.85025	0.84996	0.99903	0	1318	-0.0448
"GPX4"	"x"	6	0.85085	0.85049	0.99903	0	1319	0.4045
"CAPN3"	"x"	6	0.85114	0.85081	0.99903	0	1320	0.02255
"nc_chr18_11"	"n"	1	0.85142	0.85144	0.99903	0	1321	0.212
"TDG"	"x"	6	0.85144	0.8511	0.99903	0	1322	0.1122
"PEA15"	"x"	6	0.85174	0.85143	0.99903	0	1323	0.237
"RPS6KA3"	"x"	5	0.85254	0.85332	0.99903	0	1324	0.18
"MUC1"	"x"	6	0.85262	0.8522	0.99903	0	1325	0.0936
"RB1CC1"	"x"	6	0.85336	0.85295	0.99903	0	1326	0.05509
"nc_chr10_1"	"n"	1	0.8536	0.8535	0.99903	0	1327	0.158
"SATB1"	"x"	6	0.8538	0.85348	0.99903	0	1328	-0.0301
"SPAG5"	"x"	6	0.85395	0.85367	0.99903	0	1329	0.2495
"nc_chr2_5"	"n"	1	0.85493	0.85483	0.99903	0	1330	0.144
"DVL3"	"x"	6	0.85526	0.85491	0.99903	0	1331	0.0693
"nc_chr12_4"	"n"	1	0.85566	0.85573	0.99903	0	1332	0.107
"FAN1"	"x"	6	0.85627	0.85598	0.99903	0	1333	0.05051
"HLA-C"	"x"	6	0.85685	0.85653	0.99903	0	1334	0.03995
"SPTBN1"	"x"	6	0.858	0.85776	0.99903	0	1335	0.0913
"nc_chr3_7"	"n"	1	0.85857	0.8588	0.99903	0	1336	0.218
"PIM1"	"x"	6	0.86154	0.86129	0.99903	0	1337	0.339
"RAB39A"	"x"	6	0.86196	0.86174	0.99903	0	1338	-0.131
"KDM2A"	"x"	6	0.86224	0.86201	0.99903	0	1339	0.294
"MAPT"	"x"	6	0.86251	0.86227	0.99903	0	1340	-0.04285
"nc_chr12_5"	"n"	1	0.86282	0.86302	0.99903	0	1341	0.161
"PPM1J"	"x"	6	0.86307	0.86278	0.99903	0	1342	0.1965
"PAXIP1"	"x"	6	0.86349	0.86317	0.99903	0	1343	-0.01015
"PCYT1A"	"x"	6	0.86362	0.8633	0.99903	0	1344	0.18455
"ACSL3"	"x"	6	0.86431	0.86396	0.99903	0	1345	0.04255
"COPA"	"p"	5	0.86482	0.86543	0.99903	0	1346	0.249
"NLK"	"x"	6	0.86555	0.86508	0.99903	0	1347	0.00075
"PRKCQ"	"x"	6	0.86569	0.86526	0.99903	0	1348	-0.0336
"POLI"	"x"	6	0.86799	0.86761	0.99903	0	1349	-0.1002
"MTCP1"	"x"	6	0.86879	0.86841	0.99903	0	1350	0.1314
"WNT6"	"x"	6	0.86906	0.8687	0.99903	0	1351	0.0457
"RPP25L"	"x"	6	0.8696	0.86933	0.99903	0	1352	0.2645
"ELAVL1"	"x"	6	0.87092	0.87059	0.99903	0	1353	0.0956
"MAU2"	"x"	6	0.87237	0.8722	0.99903	0	1354	-0.07175
"CDKN2AIP"	"x"	6	0.8725	0.87237	0.99903	0	1355	0.02665
"MAPKAPK2"	"x"	6	0.87263	0.87251	0.99903	0	1356	0.04716
"nc_chr13_1"	"n"	1	0.873	0.87298	0.99903	0	1357	0.13
"TPRKB"	"x"	6	0.87406	0.87392	0.99903	0	1358	0.2005
"nc_chr1_2"	"n"	1	0.87518	0.87528	0.99903	0	1359	0.363
"MAP3K3"	"x"	6	0.87561	0.87543	0.99903	0	1360	0.192
"nc_chr7_9"	"n"	1	0.87567	0.87575	0.99903	0	1361	0.255
"FBXW7"	"x"	6	0.87663	0.87662	0.99903	0	1362	0.010245
"TRAF6"	"x"	6	0.87814	0.87807	0.99903	0	1363	0.052195
"nc_chr4_7"	"n"	1	0.87918	0.87921	0.99903	0	1364	0.11
"CDK4"	"x"	6	0.87927	0.8792	0.99903	0	1365	0.11895
"POLR2D"	"p"	6	0.87965	0.87956	0.99903	0	1366	0.2755
"NFKBIA"	"x"	5	0.87966	0.88003	0.99903	0	1367	0.15
"KRT17"	"x"	6	0.87977	0.87968	0.99903	0	1368	0.122
"MTOR"	"x"	6	0.88039	0.88036	0.99903	0	1369	0.476
"nc_chr6_8"	"n"	1	0.88149	0.88175	0.99903	0	1370	0.221
"FOXG1"	"x"	6	0.88163	0.88156	0.99903	0	1371	0.0345
"WTAP"	"x"	6	0.88187	0.8818	0.99903	0	1372	0.24795
"RPL11"	"p"	6	0.88309	0.8829	0.99903	0	1373	-0.0369
"ALK"	"x"	6	0.88406	0.88395	0.99903	0	1374	0.12175
"CAMKK1"	"x"	6	0.8861	0.8859	0.99903	0	1375	-0.0751
"PIKFYVE"	"x"	6	0.8867	0.88636	0.99903	0	1376	0.05
"POLM"	"x"	5	0.88683	0.88707	0.99903	0	1377	0.0876
"WDR26"	"x"	6	0.88741	0.88713	0.99903	0	1378	0.03175
"SMC6"	"x"	6	0.88752	0.88724	0.99903	0	1379	-0.1365
"ULK2"	"x"	6	0.8887	0.88843	0.99903	0	1380	0.09195
"BCL9"	"x"	6	0.88928	0.88901	0.99903	0	1381	-0.01495
"IFNGR2"	"x"	6	0.89032	0.89018	0.99903	0	1382	0.1085
"STAT4"	"x"	6	0.89078	0.89064	0.99903	0	1383	-0.02255
"RPS21"	"x"	6	0.89112	0.89097	0.99903	0	1384	0.0562
"RDX"	"x"	6	0.89227	0.89221	0.99903	0	1385	0.09025
"SLC9A1"	"x"	6	0.89238	0.89234	0.99903	0	1386	-0.10005
"GATA6"	"x"	6	0.89306	0.89299	0.99903	0	1387	0.2565
"PPP5C"	"x"	6	0.89385	0.89372	0.99903	0	1388	0.0171
"GNGT1"	"x"	5	0.89527	0.89552	0.99903	0	1389	0.421
"PRODH"	"x"	6	0.8953	0.89518	0.99903	0	1390	0.1265
"FANCB"	"x"	6	0.89585	0.89567	0.99903	0	1391	-0.00205
"CLOCK"	"x"	6	0.89607	0.8959	0.99903	0	1392	0.12485
"LIG3"	"x"	6	0.89629	0.89614	0.99903	0	1393	0.1485
"GSK3A"	"x"	6	0.89662	0.8965	0.99903	0	1394	-0.08855
"SREBF1"	"x"	6	0.89782	0.89787	0.99903	0	1395	0.0817
"RAD23A"	"x"	6	0.89837	0.89848	0.99903	0	1396	0.474
"STAP2"	"x"	6	0.8988	0.89894	0.99903	0	1397	0.0723
"IL23R"	"x"	6	0.89976	0.89979	0.99903	0	1398	0.0431
"TINF2"	"x"	6	0.90051	0.90057	0.99903	0	1399	0.15235
"PIK3CD"	"x"	6	0.90083	0.90092	0.99903	0	1400	0.1719
"RPS13"	"p"	6	0.90136	0.90145	0.99903	0	1401	0.281
"HDAC2"	"x"	6	0.90167	0.90185	0.99903	0	1402	-0.018415
"nc_chr2_4"	"n"	1	0.90185	0.90238	0.99903	0	1403	0.252
"ST3GAL3"	"x"	6	0.9023	0.90256	0.99903	0	1404	-0.00689863
"MAST1"	"x"	6	0.90283	0.90317	0.99903	0	1405	0.0899
"POLD4"	"x"	6	0.90324	0.90363	0.99903	0	1406	0.1002
"HCK"	"x"	6	0.90335	0.90368	0.99903	0	1407	0.024
"IGF1R"	"x"	6	0.90407	0.90445	0.99903	0	1408	-0.1425
"RPS6KA4"	"x"	5	0.90569	0.90593	0.99903	0	1409	-0.045
"nc_chr11_5"	"n"	1	0.9061	0.90657	0.99903	0	1410	0.46
"CHMP4B"	"x"	6	0.90612	0.90656	0.99903	0	1411	0.02505
"ARHGAP24"	"x"	6	0.90632	0.90676	0.99903	0	1412	0.0989
"THBD"	"x"	6	0.90702	0.90738	0.99903	0	1413	0.03555
"IL31RA"	"x"	6	0.90763	0.90795	0.99903	0	1414	0.16295
"SHH"	"x"	6	0.90842	0.90865	0.99903	0	1415	0.0394002575
"ZYX"	"x"	6	0.90852	0.90874	0.99903	0	1416	0.0850000000000018
"COPS2"	"p"	6	0.90872	0.90898	0.99903	0	1417	0.1784
"PRH1"	"x"	5	0.90975	0.91003	0.99903	0	1418	0.0893
"RPS6KB2"	"x"	6	0.91097	0.91124	0.99903	0	1419	0.041703
"DDX21"	"x"	6	0.91327	0.91359	0.99903	0	1420	0.3305
"TBX3"	"x"	6	0.91562	0.91587	0.99903	0	1421	0.616
"KAT5"	"x"	6	0.91571	0.91595	0.99903	0	1422	0.141
"nc_chr18_5"	"n"	1	0.91604	0.91618	0.99903	0	1423	0.565
"SMURF2"	"x"	6	0.91608	0.91627	0.99903	0	1424	-0.003
"FZD8"	"x"	6	0.91654	0.91665	0.99903	0	1425	0.171
"DCLRE1B"	"x"	6	0.917	0.91711	0.99903	0	1426	-0.0627
"PKM"	"x"	6	0.91736	0.91744	0.99903	0	1427	0.2825
"UBE2B"	"x"	6	0.91791	0.91798	0.99903	0	1428	0.08031
"nc_chr20_9"	"n"	1	0.91834	0.91855	0.99903	0	1429	0.509
"CDKN2A"	"x"	6	0.91917	0.91904	0.99903	0	1430	0.2445
"PTK6"	"x"	6	0.91926	0.91913	0.99903	0	1431	0.05695
"NEK11"	"x"	6	0.9197	0.91955	0.99903	0	1432	0.02165
